created_at,tweet
2015-12-09 15:09:46 UTC,$OXGN http://stks.co/a2xwE
2015-12-10 15:14:32 UTC,"$RXII another is the hedge funds, I tend to believed that their pick has merit."
2015-12-14 14:33:19 UTC,$RXII ---&gt;RNN rock and rolling!
2015-12-17 19:37:20 UTC,$FXI $UUP $EEM $USDX  Currency wars heating up with China breaking their dollar peg http://stks.co/i3dgv
2015-12-17 21:22:17 UTC,Got rid of $GOOGL and $FB in preparation for a possible post-fed turnaround. Kept $AMZN and $MSFT though.
2015-12-17 23:48:37 UTC,The $USDX carry trade is estimated to be over $9 trillion. There&#39;s a lot of unwinding to do....
2015-12-19 19:19:31 UTC,$USDJPY $EURUSD $USDX    #starwars met/exceeded expectations. These central banks could learn a thing or two on how it&#39;s done....
2015-12-23 02:53:59 UTC,How To Invest Like A Marine Scout Sniper http://stks.co/a32U8 $STUDY
2015-12-30 00:08:36 UTC,$NG_F Glad we didn&#39;t try to short that....
2015-12-09 12:36:14 UTC,$SPY $EEM $KRE $TUR $TLT $IWM $DJIA
2015-12-09 14:32:58 UTC,$LUV  Was Southwest&#39;s Decline a Call to Face the Reality of Lower Fuel Prices? http://stks.co/a2xvH
2015-12-09 15:57:57 UTC,"$LUV The Zacks Analyst Blog Highlights: Hawaiian Holdings, Southwest Airlines, Delta Air Lines, SkyWest and Volaris http://stks.co/a2xxq"
2015-12-15 14:19:01 UTC,"$LUV Can Airlines Funds Take Off on Profit Outlook, Low Fuel Cost? http://stks.co/e30CM"
2015-12-30 20:03:40 UTC,"$CMRX no way will hold it overnight , look at the chart, it&#39;s crazy"
2015-12-17 16:21:58 UTC,$ARWR http://stks.co/e31Ct  STRONG BUY
2015-12-01 15:58:06 UTC,$FREE Absolutely only thing holding this from popping is Shorts. Clear as day. See that jump to .06 last week? Shorts. I wouldn&#39;t want to be
2015-12-07 15:15:03 UTC,$FEYE Company will not be left to die in an era where IT Security is huge. Will be bought out. My eyes are on $CSCO to take them out.
2015-12-01 21:17:41 UTC,Aggressive call buyers stepped up and finally popped $SCTY. Lots of action with $TERP. Carried to $SUNE and $VSLR (faded though). #Solar
2015-12-02 13:47:17 UTC,Love new spot by @Jeffmacke on ibankcoin.com @ibankcoin4tw. We highly recommend watching his videos. #stocks #retail $STUDY $XRT $LULU
2015-12-03 19:25:40 UTC,$GILD Looking to see if $100 wall once again holds (trading patterns in past visits had all the hallmarks of cos buyback). #biotech #stocks
2015-12-07 12:51:04 UTC,Fundamental &amp; momentum scans on weekly still showing rock stars $ULTA $HD $LOW $LUV $DY $MKTX $POOL $V $NVR $PCLN $AMWD. #stocks #market
2015-12-09 20:28:18 UTC,Liking the flag formation in Gilead more and more here ... $GILD Much optimism in $IBB yesterday. #biotech
2015-12-11 20:38:20 UTC,&quot;$SPY Market needs to firm. Set-up is feeling more &amp; more like a set-up for a flush. $ES_F $QQQ $NQ_F #stocks&quot; Right into highs yest... $IBB
2015-12-15 13:13:39 UTC,"Hmmm, apparently Barclays cautious on $AAPL via its suppliers $SWKS $AVGO, and DB cautious on sell-through of iPhone 6 and 6s."
2015-12-15 13:51:44 UTC,"Think a coincidence FANG trying to recapture 10MA - momentum test. On the other hand, likes of Chipotle riding it down. $FB $AMZN $NFLX $CMG"
2015-12-15 18:31:16 UTC,"Of course, the unknown catalyst (the emotional reaction; forget #Fed rate hike itself) will take #FANG with it. $FB $AMZN $NFLX $GOOG $GOOGL"
2015-12-21 12:21:29 UTC,"Alibaba chart into year end still looks great (for now), but would like to Baidu push again to $200. $BABA $BIDU #China #stocks $FXI"
2015-12-21 13:39:29 UTC,Amazon straddling $666 mark for awhile. Bezos making moves at iconic Washington Post. $AMZN continues crushing retail. Telling us something?
2015-12-21 16:49:56 UTC,$FB bye bye 50MA ... go FANG !! $AMZN $NFLX $GOOGL (short-term correction) ... #stocks
2015-12-22 22:22:36 UTC,"Look, we get it, SunEdison has all eyes on it, but c&#39;mom, it&#39;s trading terrible and it&#39;s $5 bucks. Retail - don&#39;t get sucked in! $SUNE $VSLR"
2015-12-26 12:16:31 UTC,$CELG Celgene Patent - Bloomberg - Read why investors cap $GILD $ABBV PEs biotech stocks http://stks.co/r3OGI
2015-12-29 11:24:21 UTC,"EOY strength, many usual suspects on multiple fundamental &amp; technical scans: $ULTA $MKTX $NTES $GOOGL $POOL $V $MA $CUBE $EGRX $HD $NVR"
2015-12-29 12:36:49 UTC,"$GOOGL $FB $AMZN bases and Bollinger Bands so tight, they are likely determinant of bigger move up or down coming to start new year ... FANG"
2015-12-30 11:35:19 UTC,"If you would like a decent laugh, check out #UrbanOutfittersBeLike on Twitter. $URBN $TWTR $XRT #retail"
2015-12-17 19:02:26 UTC,$EMES  any body elsecsick of CJRIT&#39;S  beggin yous not to buy something.. pathetic unsureness of a short i see
2015-12-11 07:11:51 UTC,$VTNR don&#39;t tell me you&#39;re still holding that bag @Tenbagga
2015-12-23 15:52:19 UTC,$ENZN .85 and counting
2015-12-29 15:29:29 UTC,"$ENZN selling, first thing tomorrow morning.. all 9K shares."
2015-12-08 19:43:59 UTC,$SWHC why is this dumping ?
2015-12-10 18:35:50 UTC,$MNGA what are his Ozzie friends ?
2015-12-29 20:22:44 UTC,$TSLA let&#39;s see if the shorties step up
2015-12-07 15:46:20 UTC,$MNKD Anybody having problems with Scottrade showing realtime...? Charts give me 15min delay. Bastards..
2015-12-01 13:22:03 UTC,"$BAC This trade beginning to seem too obvious.  Usually the time the roof caved in.  Also, I own calls....that too is a negative tell."
2015-12-31 05:10:52 UTC,$CMRX oh my comment was regarding Cohen and point 72 http://stks.co/h3gpJ
2015-12-15 14:50:08 UTC,$SUNE $SCTY but Sune for a great return. Scty is over priced.
2015-12-16 21:21:55 UTC,$SUNE $TWTR $GOOG we don&#39;t want losers on our board so leave or we will be forced to block you.  Bye.  Leave!!!
2015-12-17 14:43:33 UTC,$SUNE I can&#39;t believe that we are doing more volume Than BOFA stock at $BAC
2015-12-19 14:57:16 UTC,$FSLR $SPWR $CSIQ $JKS $TSL $SUNE $JASO $VSLR $SEDG $TAN sune looks like the only one way under the rest. Great buy for sure. Thanks!!
2015-12-28 22:33:14 UTC,$BNS $CLCN $DDD $GLUU $GPRO $GPS $LF $MNKD $MU $QCOM $SSW $STX $SUNE $TWX Santa is back at the north pole.You will need to wait next year!!
2015-12-31 17:08:57 UTC,$CMRX $MSFT $SUNE $SPY $QQQ $XOM please stop spamming!!  Reported.
2015-12-31 23:24:51 UTC,$GEVO $bbep $vicl $cmrx $peix $Kbio $wtw $plug $aci $fcel $qtww crash and burn on this one.
2015-12-02 17:00:18 UTC,"$CDII I&#39;m in, HOLY HELL$$$$"
2015-12-02 17:11:41 UTC,$CDII easily can pass the 52wk high.
2015-12-18 14:46:35 UTC,#Commodities #Gold $Gold OR Position acheteuse au-dessus de 1155 avec des cibles à @ 1170 &amp; 1177 en extension. http://stks.co/f3dkK
2015-12-21 18:54:20 UTC,#Commodities #Gold $Gold OR Position acheteuse au-dessus de 1155 avec des cibles à @ 1170 &amp; 1177 en extension. http://stks.co/j3eVG
2015-12-23 13:57:06 UTC,#Commodities #Gold $Gold OR Position acheteuse au-dessus de 1155 avec des cibles à @ 1170 &amp; 1177 en extension. http://stks.co/i3fFX
2015-12-28 10:02:18 UTC,#Commodities #Gold $Gold OR Position acheteuse au-dessus de 1155 avec des cibles à @ 1170 &amp; 1177 en extension. http://stks.co/f3fkJ
2015-12-13 08:30:33 UTC,"$STUDY $SPY. Well, this is not about day trading. It&#39;s about Position Trading or Investing-Trading. ;)"
2015-12-13 08:52:15 UTC,"$STUDY $SPY It can become Accumulation, if it break above."
2015-12-02 16:57:59 UTC,$MNKD can any1 explain how jan $3 calls were so down this am??
2015-12-07 21:10:50 UTC,$BDSI fuxkkk this company!!! Been in since august....losing my patience!!
2015-12-11 17:02:50 UTC,$BDSI lol u seem to always buy whatz your total pos size?
2015-12-03 17:13:05 UTC,$UGAZ $DGAZ Woop got my short entry
2015-12-04 11:03:41 UTC,"$UGAZ $DGAZ If 2.20x breaks up, 2.25x could come swiftly. 06z warmed up in back 1/3. Days 1-10 more important IMO."
2015-12-09 11:13:50 UTC,"$UGAZ $DGAZ Bear flag completed its measured move. Now looking for another 20 DMA touch, around 2.18 or 2.20."
2015-12-09 15:53:31 UTC,$UWTI $DWTI Out at 5.25/38.50... good luck to the rest of you more ambitious types
2015-12-09 17:17:10 UTC,"$UGAZ $DGAZ Well, that 12z run has me doubting a 20 DMA touch anytime soon."
2015-12-11 11:56:09 UTC,$UGAZ $DGAZ Natty Short Term Energy Outlook from EIA... 12/8 http://stks.co/a2yge
2015-12-31 17:35:57 UTC,$UGAZ $DGAZ In D at 12 bucks even. Good luck all and happy new year
2015-12-03 14:38:31 UTC,$BA... $150 You can do it...
2015-12-22 15:38:14 UTC,$SCTY ... did not hold.. I&#39;m out..
2015-12-29 15:17:33 UTC,$SCTY ... spoke too soon.. Did not hold the $50..
2015-12-31 15:00:39 UTC,$SCTY.. Ouch.. stopped me out..
2015-12-23 21:39:58 UTC,"$ATNM maybe we know that and that&#39;s why we&#39;re, ya know, &quot;long&quot;"
2015-12-08 19:41:18 UTC,"$HRB  stopped out on the long, slipped to 33.91."
2015-12-16 16:55:07 UTC,$MU everything I buy goes down!!!
2015-12-04 16:36:50 UTC,"Share an idea on $EURUSD if this goes south, I see a test of 1.0700"
2015-12-07 09:06:49 UTC,$EURUSD 1.0750 really soon!
2015-12-01 21:05:01 UTC,$NEOS +
2015-12-02 20:59:10 UTC,"$FOMX Haha, got stopped out from my position @ 7.50, then bought right back in"
2015-12-04 17:49:24 UTC,$KGJI *
2015-12-04 18:29:05 UTC,$GLD  $NUGT  $JNUG Yep. http://stks.co/g3YRr
2015-12-07 15:08:20 UTC,"$PIRS $FOMX IBB is tanking, these look to be following suit"
2015-12-07 20:19:13 UTC,$MNGA Finally getting the attention she deserves.
2015-12-10 14:38:22 UTC,"$FORD Ouch, guess it&#39;s not ready yet"
2015-12-10 17:53:07 UTC,$MNGA Bids stacking up at HOD... never seen this with MNGA before this week. Something big is definitely coming.
2015-12-10 18:02:18 UTC,"$MNGA Big time resistance up here, don&#39;t be surprised at a pullback from 2"
2015-12-10 18:25:23 UTC,$MNGA A close above 2 will light up the scanners tonight
2015-12-10 18:30:42 UTC,"$MNGA Bids no longer stacking up, she&#39;ll rest a bit"
2015-12-10 19:13:33 UTC,$MNGA Irrational exuberance gets punished harshly in this game. A close above 2 is more than enough for today.
2015-12-16 17:07:19 UTC,$CETX Almost there...
2015-12-16 17:32:26 UTC,$OCN *
2015-12-16 19:19:11 UTC,$O Breaking out... seems like people are moving into relative safety of solid income-producing REITs
2015-12-16 21:00:39 UTC,"$DRN 50/200 cross, long on next pull back"
2015-12-18 21:52:21 UTC,Long $SPXS and added to $NUGT position early today. Hedging for $SPX gap fill at 1952.
2015-12-18 21:57:38 UTC,$GC_F $GLD $NUGT Some nice wedges playing out in gold today
2015-12-19 14:14:55 UTC,$PZG *
2015-12-19 15:20:05 UTC,"$DRN Rethinking this, $DRV just formed a diamond bottom."
2015-12-19 15:34:01 UTC,$CPHD *
2015-12-23 17:10:37 UTC,$ANFI Today&#39;s filing also explains the delays... they&#39;ve verified everything back to 2013 to make sure it&#39;s all airtight.
2015-12-23 17:29:41 UTC,"$ANFI On a side note, $SPX about to touch the 200MA on low volume, significant point in time here"
2015-12-28 16:27:39 UTC,$FXCM sold for nice profits
2015-12-16 21:19:16 UTC,"$FDX Q2 FY16 adjusted earnings of $2.58 per diluted share, compared to adjusted earnings of $2.16 last year.  http://dcl.sr/cEy"
2015-12-16 21:21:24 UTC,"FedEx Express operating margin of 9.4%, up from 7.0% prior year despite 6% lower revenue. $FDX"
2015-12-16 22:02:55 UTC,"Speaking on the call are: Fred Smith, Chairman, President &amp; CEO; Mike Glenn, President &amp; CEO of FedEx Services; Alan Graf, EVP &amp; CFO. $FDX"
2015-12-16 22:03:53 UTC,"Smith: &quot;We continue to increase margins, earnings per share, cash flows, and returns on invested capital.&quot; $FDX  http://dcl.sr/r8Q"
2015-12-16 22:24:44 UTC,Graf: &quot;[FedEx Ground] Operating income was up 13% due to higher base rates and volume.&quot; $FDX
2015-12-31 23:27:06 UTC,Pure speculation. Could $CVX buy $CRC? Both are heavily invested in california
2015-12-17 15:46:00 UTC,"$AMDA if any of you holders here start getting grumpy, just take a look at whats happening down way at $KBIO, it could always be worse."
2015-12-22 16:30:07 UTC,$AMDA what the charts telling me right now
2015-12-15 20:09:49 UTC,$NOW same insiders &amp; HFs that loved $VRX $WDAY $WFM $HAIN . . .. . ... .. .?
2015-12-18 14:59:44 UTC,"$RHT Jim Cramer has $RHT on tonight which should follow path of other J.C. buy buy buys:$KMI $HAIN, could go on &amp; on"
2015-12-18 20:47:16 UTC,"$RHT  &amp; $WFT S/B be a penny stock (no cash flow &amp; a ton of debt) yet City &amp; many others have it as Buy &amp; Outperform, can&#39;t win W these guys"
2015-12-04 22:04:20 UTC,$VBLT continues to rape me. I&#39;ve been holding on since $10 lol...what you guys think about exiting for $KMI ?
2015-12-11 23:50:23 UTC,$IBB $XBI $LABU After hour: LABU is trading +5.63% = $18.40!
2015-12-03 21:41:30 UTC,$AMBA $GPRO $AMD there is no proof to this at all.
2015-12-11 17:36:54 UTC,$AMD I guess it was a gap fill yesterday at 2.44.   ???  Nah?
2015-12-31 10:35:38 UTC,$AMD oh so cryptic.    http://stks.co/v0mO
2015-12-19 02:18:56 UTC,"$CHK so, what went down with $chk rod ay? Any theories? Facts?"
2015-12-15 15:12:09 UTC,&quot;@Gemineye: $ICON Just plain &quot;CON&quot; LOL No position but wow!&quot;at 48M share - chinese buyout offer
2015-12-18 14:55:51 UTC,&quot;@soniasoffice: $ICON - the first stocktwits BUYOUT&quot;lets go CHARLIE BROWN
2015-12-18 15:40:08 UTC,&quot;@mollyJ: $ICON where are the buyout rumors coming from?&quot;DO you know what the Chinese like more than NOODLES.... AMERICAN BRANDS
2015-12-18 16:06:03 UTC,$ICON Someone please call Jack MA here is an opportunity to sell LEGAL AMERICAN BRANDS.... BUYOUT
2015-12-22 18:28:31 UTC,&quot;@GreenTech: Do I buy more $ICON here? Tempting.&quot;No Sellers anymore. BUY all you can
2015-12-23 15:08:17 UTC,"&quot;@Irock: $ICON a dog with shorts on SNOOPY&quot;

Lets fry the SHORTS"
2015-12-11 17:23:21 UTC,$ARIA whoever is dumping theres someone buying. Looks like accumulation to me.
2015-12-15 03:34:39 UTC,$GC_F THOSE 50% FIBS? $GLD Gold stopped at 50% Fib from (1999-2011). Lies?
2015-12-22 20:26:33 UTC,$QQQ GROUND CONTROL TO MAJOR TOM - COMING HOME? (NASA/JPL UPDATE)
2015-12-24 19:28:50 UTC,$TLT BEND IT LIKE BECKHAM?
2015-12-29 04:08:29 UTC,$FAST HOLDING FAST? $XLI
2015-12-04 15:13:02 UTC,$BNK-CA halted
2015-12-30 16:21:11 UTC,$UDF EOY tax selling? What&#39;s going on here. No position but thinking of opening one if it dips into the single digits
2015-12-07 14:51:09 UTC,$FORD What time is ER?
2015-12-18 15:26:16 UTC,$AMDA How many days left for FDA? 49?
2015-12-09 19:35:12 UTC,$CUR ANSA: Italian psychiatrist tests new anti-depressant http://stks.co/b2y6i
2015-12-09 19:53:58 UTC,$CUR La Repubblica.Italy Title roughly: A new pill for Depression from USA with Long Term Effective Care. http://stks.co/e2yHh
2015-12-11 02:03:54 UTC,$GDX $DUST $NUGT $SPY $GLD every time Stoch. heads below 20 we&#39;ve bounced..
2015-12-14 22:34:19 UTC,"$DUST Nice move off support at $15 right up into resistance, watch it get smashed down tmrw.."
2015-12-23 16:09:10 UTC,$GDX except for fact that H&amp;S patterns r at the top of an extended rally not at bottom of downtrend
2015-12-15 19:38:59 UTC,$NUGT let&#39;s go for round 2
2015-12-16 15:03:44 UTC,$NUGT not feeling it today. got out with 3.3 k profit right  before door was shutting saved my fingers.
2015-12-16 20:23:31 UTC,$NUGT it only gets worse from here
2015-12-17 19:00:59 UTC,$NUGT I am holding let&#39;s see where this goes
2015-12-03 16:07:25 UTC,$SQ is a great product but I think the shorts are just too aggressive on this atm. I got in at IPO so I am taking my profs for now.
2015-12-14 21:43:12 UTC,$THLD What is the board consensus on this? Still lower to go yet?
2015-12-06 02:37:10 UTC,$FIT you missed the dip it was in the last hour of trading on Friday. Growth stock that has found its legs!
2015-12-18 15:12:11 UTC,$FIT and if its not will tank
2015-12-01 10:40:02 UTC,Same list as yesterday. Watchlist for December 1 $SYRX $TCPI Christmas rallye everywhere. No rate hikes to come.
2015-12-02 10:41:41 UTC,Watchlist for December 2 $OCLS $EVDY $RGSE $SUNE $GOGO $NK
2015-12-03 11:05:39 UTC,Watchlist for December 3 $GOGO $NK $EVDY $MCUR $SQBG. This is the Christmas rallye
2015-12-04 11:08:23 UTC,Watchlist for December 4 $RGSE $UWTI $NUGT $JNUG $GOGO
2015-12-09 01:57:35 UTC,$MSFT WHAT DO YOU THINK?
2015-12-30 19:49:35 UTC,$FIT Just wait for the Big Bulls to knock all the shorts down to the ground. Go long is my opinion!!!
2015-12-09 13:02:23 UTC,$DOW $DD Monopoly in the works. Here&#39;s to our corrupt government!
2015-12-30 15:50:35 UTC,$UA started first batch of calls. Waiting for second add in further pullback.
2015-12-08 08:39:04 UTC,"$SPX $QQQ $DJIA $DAX Zerozedge... There are $1.1 trillion of S&amp;P 500 options expiring on Friday morning. $670Bn of these are puts, of which"
2015-12-08 08:41:22 UTC,$SPX $QQQ $DJIA $DAX and 2050... that will be FUN OpEx!!! read the full: http://stks.co/b2xST
2015-12-15 12:31:01 UTC,$KMT the warning reads poorly for the likes of $JOY $CAT $FTT $CN $TKR $PH $ROK and $RXN to name a few
2015-12-15 19:23:01 UTC,"$HON Like $DHR, HON has been (and always will be) on of those few Industrial names where we see real buyers of dips."
2015-12-22 20:27:27 UTC,"$CL_F $USO $SPX $RIG $XOM $SDRL $HAL $CVX 540k b/d of world oil demand has disappeared in 4Q15 on the warm winter, exacerbating the ongoing"
2015-12-22 20:30:46 UTC,$CL_$CL_F $USO $SPX $RIG $XOM $SDRL $HAL $CVX ...we now see risk Brent spot dipping down 2 the mid $20 by Feb or Mar on storage containment
2015-12-23 08:15:58 UTC,$SPX $ES_F $DJIA $QQQ $DAX $EURUSD the smart money has never been more bearish.. interesting read http://stks.co/p3Naj
2015-12-10 14:01:44 UTC,"@April0505 I&#39;m 95% sure oil will break under $30, my biggest regret is not having more funds available to short via $DWTI"
2015-12-13 21:46:44 UTC,"$PSEC Heart goes out here, I got killed from the 11 down to 9 run quote a whole back but really didn&#39;t think she would fall so far"
2015-12-15 01:05:42 UTC,"FuelCell Energy misses by $0.10, beats on revenue http://stks.co/s3KIt $FCEL $PLUG $BLDP $HYGS"
2015-12-09 18:41:50 UTC,$ZNGA MORE MF SELLING UH?
2015-12-07 18:16:15 UTC,"$VRNG Remember folks, ZTE was just tip of the iceberg"
2015-12-07 22:57:18 UTC,"$VRNG Read a good point on iHub that 25M was just to &#39;save face&#39; for Chinese, actual amount is much higher in the details of the Agreement"
2015-12-16 17:29:25 UTC,$VRNG Chew on this:  SEC Filing S-3 dated June 26 - Section S-12k 11 Shareholders own 95M shares of the float (pre-split) or 90%!!
2015-12-28 16:37:29 UTC,"$NUGT NOOOOOO!
You guys promised me you&#39;d sell.
We made a pact!"
2015-12-02 22:57:22 UTC,$AVXL Not one single Bull is taking you seriously. Bullish
2015-12-03 00:28:17 UTC,$AVXL Because we do our DD &amp;know what Anavex is all about.Hoping for Alzheimer&#39;s/Parkinson&#39;s drugs to have a better future.Science will win
2015-12-07 17:51:46 UTC,$AVXL Bullish
2015-12-09 20:21:20 UTC,$AVXL http://stks.co/j3aLT
2015-12-12 05:01:10 UTC,$XOMA http://stks.co/g3b0Y
2015-12-17 21:55:12 UTC,$AVXL Still the best quote of the day. LOL
2015-12-19 04:09:04 UTC,$AVXL The crook I see is you spewing all your BS.
2015-12-20 03:04:42 UTC,$AVXL You are an embarrassment to even other Bears with all your nonsense.
2015-12-24 14:53:36 UTC,$AVXL New Dingle-BEARy
2015-12-30 01:17:52 UTC,$AVXL Facts are not a Bear&#39;s Friend.
2015-12-03 23:06:38 UTC,$GLUU anyone play the updated version of KPP on Google Play? Are the performance issues (load time and crashes) addressed?
2015-12-11 18:19:56 UTC,$GLUU when does the PvP for DH16 go live?
2015-12-14 17:48:58 UTC,"$GLUU catalysts in next 6-9 month: KPP, KK, weFire, unannounced celebs, BS.  At a SP of 2.84, will glu beat market in next 9 months?"
2015-12-30 02:19:34 UTC,"$GLUU I do expect K&amp;K to be a hit, hopeful mega hit.  But glu does not add to guidance from potential hits."
2015-12-01 12:27:38 UTC,$GILD $AMZN $AMBA $COH
2015-12-01 15:38:16 UTC,$MSFT get over $55 then $56.
2015-12-03 16:09:17 UTC,"$FOMX $AVGO $CA just broke 28.50, over 28.53 can run big time $SPY"
2015-12-11 14:44:22 UTC,$DAL $JETS and $LUV whould be green with oil so low. Big $$$ for airlines. be patient.
2015-12-15 15:00:37 UTC,"$DAL analyst meeting Thursday, should roll higher from here."
2015-12-04 20:33:27 UTC,"$GPS loving this candle, trend reversal or sideways action coming if the market doesnt fall apart"
2015-12-23 21:29:30 UTC,$CALM added 47.88
2015-12-10 14:33:14 UTC,$UVXY If everyone is so sure about a rate hike.. what was the 380 pts gain last Friday about?
2015-12-11 17:58:41 UTC,"$AMDA I set a sell limit of 10k shares each at .21, .54, $1, and $2. Hopefully, after I finished with my school in 2 years I see them filled"
2015-12-04 16:47:55 UTC,$CTIC Hmmm...kinda f@cked. Down a lot.
2015-12-07 16:20:14 UTC,$CTIC IMO now they have to worry about a r/s even with a possible nda approval.
2015-12-10 15:17:22 UTC,$CIDM Start the f@cking buyback program already.
2015-12-04 17:23:00 UTC,"$BIOC I got $30k in it, no stop..  might not be much but I aint scared, play what you can lose."
2015-12-03 13:15:58 UTC,$NBG optionsXpress adjusted. 3113 shares turned into 207.
2015-12-05 00:56:04 UTC,"$KMI dividend cut coming. See link. 
http://stks.co/p3HWs"
2015-12-17 01:08:56 UTC,$BAC going over $18 tomorrow
2015-12-30 20:25:06 UTC,$GIGA sounds great
2015-12-08 01:58:15 UTC,$BLUE Buyout rumors true?
2015-12-09 23:27:16 UTC,$NUGT what strategies are people using to track the price of $DUST $NUGT  ? Any help is appreciated..been using gold price
2015-12-11 13:31:37 UTC,@SanGau that follow the $GDX ..when it&#39;s up $NUGT  is up when it is down $DUST  is up
2015-12-02 20:27:22 UTC,$FCX  New lows ...
2015-12-10 20:34:36 UTC,$SN KABOOM
2015-12-09 15:44:39 UTC,$SD http://stks.co/d2xxn
2015-12-14 20:15:26 UTC,$SD Damnit. Someone stop the bleeding. Apply direct pressure.
2015-12-23 20:01:22 UTC,$SD Any day now. This is getting scary.
2015-12-03 14:08:11 UTC,$PRAN @surgemed @oppenheimer stop with the pumping regurgitation. The stock will stand on its own in a couple of months.
2015-12-30 19:18:24 UTC,Has the mighty $AMZN topped out? Can&#39;t reach $700
2015-12-03 19:24:03 UTC,Stores seem busy so I felt this is a good entry.
2015-12-07 01:52:44 UTC,"$CANF $TEVA Is trending and green! Can MOFO&#39;IN $CANF follow?!? Stay tuned and find out! Chances are, probably not :("
2015-12-07 14:38:42 UTC,$PIRS So the data is positive and this goes down?
2015-12-08 18:11:44 UTC,"$PIRS Guys while we wait for this, we have a potential runner $BIEI"
2015-12-24 16:39:12 UTC,$NUGT Anyone mess with $RING (not on ST yet) ishares gold miners ETF?
2015-12-08 08:23:33 UTC,$RGSE I own it at 9 dollars the price before the split I am in a deep black hole
2015-12-15 07:43:51 UTC,$MSTX truly if you look at most stocks they are at there worst lows
2015-12-01 19:49:40 UTC,$MSTX Do you think blue is getting hammered because MSTX is about to release their top line results soon?
2015-12-13 01:53:26 UTC,$GBX keep shorting. I&#39;ll keep buying. Stay fearful my friends
2015-12-08 21:11:48 UTC,$MU Grabbed a fistful of Jan 2017 $20 calls. Great for trading or holding.
2015-12-09 16:05:48 UTC,$WYNN Not a bad day at all. Up almost $10k on Jan $70 calls.
2015-12-09 15:38:03 UTC,$SWHC If 21.65 breaks could be brutal
2015-12-09 17:13:11 UTC,$VRA Short here
2015-12-11 13:25:06 UTC,$MNGA Food for thought if 2.11 breaks it could test that 2.4 level from which if does I will short everything I have there
2015-12-17 20:31:26 UTC,$RWLK Do not hold overnight trust me the only thing happening right now is shorts locking in profit from $13 its over 100% it will go down
2015-12-17 21:27:25 UTC,$NEOT To the longs get out the chart is broken the only thing that can save this is a pump and dump could see 50 cents or less
2015-12-18 16:56:47 UTC,$PACB Short here  11.95
2015-12-02 22:56:01 UTC,$ZIOP i do not like today&#39;s candle
2015-12-08 15:07:23 UTC,"Holding $GILD 111, $CELG 116, $ZIOP 13.3"
2015-12-16 21:07:50 UTC,"$GILD $CELG a few days ago these stocks were dead to most of the people, now they&#39;re bullish. What the hell guys?"
2015-12-29 03:02:11 UTC,"$AMD my dad is still holding 4$ stocks, should he sell or wait another year to close positive?"
2015-12-15 19:48:51 UTC,Looking good
2015-12-30 15:52:57 UTC,$NKE should close above 64
2015-12-11 19:07:34 UTC,"$VSTM Come on...sell me your shares. Who knows whats going to happen next week?  $1.83 right now, you can thank me later ; )"
2015-12-24 17:24:18 UTC,$TNXP Taking some profit here. Will buy back in lower or if it breaks resistance. Merry Christmas!
2015-12-03 18:46:14 UTC,$GILD No position watching retest at $100
2015-12-04 15:54:14 UTC,$BKS Amazon should just buy them and use them as pickup locations
2015-12-19 19:35:58 UTC,$SPY  $ES_F  $UVXY  $QQQ  $VXX  $XLI $SQQQ $SVXY $TVIX $SPX
2015-12-28 17:25:57 UTC,$PLUG lol less than 50k bring this to 2.22.poor guys with your stop loss.
2015-12-31 17:36:28 UTC,$PLUG will close green just for shut our mouth lol.
2015-12-04 15:05:16 UTC,$XXII what is going on right now?
2015-12-01 20:17:06 UTC,We love $UA clothes. They are very good especially for hiking.
2015-12-03 15:12:38 UTC,TEAVANA MATCHA = Great Green Tea Powder @ http://stks.co/g3Xwh $SBUX
2015-12-15 18:11:58 UTC,SEATTLE&#39;S BEST # 4 or 5 is BOLDER &amp; has MORE FLAVOR than Folgers&#39; French Roast. SB has MUCH GREATER value!!! Worth to change! $SBUX
2015-12-18 18:03:30 UTC,"Coffee Benefit &quot;Caffeine before workout stimulates nervous system, which sends signals to the fat cells to break down body fat&quot;, MSN. $UA"
2015-12-18 18:18:03 UTC,"SEATTLE&#39;S BEST # 4 or 5 coffee=BOLDER, MORE FLAVOR &amp; MUCH GREATER value than Folgers&#39; French Roast. Pls Try!  $WFM"
2015-12-18 18:32:35 UTC,"SEATTLE&#39;S BEST # 4 or 5 coffee=BOLDER, MORE FLAVOR &amp; MUCH GREATER value than Folgers&#39; French Roast. Pls Try! $IMKTA"
2015-12-18 20:10:41 UTC,"SEATTLE&#39;S BEST # 4 or 5 coffee=BOLDER, MUCH MORE FLAVOR &amp; GREATER VALUE than Folgers&#39; French Roast. $AMZN carries them! CONVENIENT! Pls TRY!"
2015-12-21 18:16:27 UTC,"Coffee &quot;Caffeine before workout stimulates nervous system, sends signals to fat cells to break down body fat&quot;, MSN. $LLL.CA"
2015-12-15 14:15:03 UTC,$BAC or $V ? For the long hall.
2015-12-02 01:52:07 UTC,$CLDN PM and AH are when irrationality is at its peak. A PM run tomorrow means that I will be looking to exit around 3.
2015-12-07 13:54:37 UTC,"$GMCR reason number 99,000 as to why you should never short overnight."
2015-12-15 17:38:08 UTC,"$RTTR lactose intolerant, not sure that people would pay to be able to drink cows milk and eat yogurt/ice cream."
2015-12-17 18:08:05 UTC,$ARRY going green soon. Potentially a nice hammer on daily
